[t,theta1(t),theta2(t)] 
[16.25000000000105, -0.04494980093702377, -0.014888090074186115] 
[16.25500000000105, -0.046320046966968516, -0.010276961923683828] 
[16.26000000000105, -0.04766931389228019, -0.005684349099834438] 
[16.26500000000105, -0.048995701800497, -0.0011132788852305595] 
[16.270000000001048, -0.050297336352262856, 0.0034332548895145976] 
[16.275000000001047, -0.05157237139865415, 0.007952295410532415] 
[16.280000000001046, -0.052818991482475375, 0.012440926289055215] 
[16.285000000001045, -0.054035414215054464, 0.01689627480233949] 
[16.290000000001044, -0.0552198925212684, 0.021315514957759164] 
[16.295000000001043, -0.056370716746765775, 0.02569587037234568] 
[16.30000000000104, -0.05748621662260756, 0.030034616961746908] 
[16.30500000000104, -0.05856476308380324, 0.034329085434270296] 
[16.31000000000104, -0.059604769939459464, 0.03857666358734486] 
[16.31500000000104, -0.06060469539346844, 0.042774798405360734] 
[16.320000000001038, -0.06156304341582798, 0.046920997959405374] 
[16.325000000001037, -0.06247836496579345, 0.05101283311089552] 
[16.330000000001036, -0.06334925906910228, 0.055047939022489556] 
[16.335000000001035, -0.06417437375247616, 0.05902401648094392] 
[16.340000000001034, -0.0649524068394867, 0.06293883303774124] 
[16.345000000001033, -0.06568210661266337, 0.06679022397435923] 
[16.35000000000103, -0.0663622723474227, 0.07057609309996486] 
[16.35500000000103, -0.06699175472400597, 0.07429441339010534] 
[16.36000000000103, -0.06756945612412545, 0.07794322747562603] 
[16.36500000000103, -0.06809433081944148, 0.08152064799157831] 
[16.370000000001028, -0.06856538505932382, 0.08502485779629045] 
[16.375000000001027, -0.06898167706559613, 0.0884541100710676] 
[16.380000000001026, -0.06934231694212595, 0.09180672831116898] 
[16.385000000001025, -0.06964646650720896, 0.09508110621878844] 
[16.390000000001024, -0.06989333905671212, 0.0982757075087473] 
[16.395000000001023, -0.07008219906589055, 0.10138906563750316] 
[16.40000000000102, -0.07021236183768453, 0.1044197834658951] 
[16.40500000000102, -0.07028319310514207, 0.10736653286579177] 
[16.41000000000102, -0.07029410859540491, 0.11022805428049426] 
[16.41500000000102, -0.07024457356244834, 0.1130031562483777] 
[16.420000000001018, -0.07013410229548252, 0.11569071489884275] 
[16.425000000001017, -0.06996225760961246, 0.11828967342919812] 
[16.430000000001016, -0.06972865032501836, 0.12079904157061509] 
[16.435000000001015, -0.06943293874056411, 0.12321789505079063] 
[16.440000000001014, -0.06907482810737264, 0.1255453750604335] 
[16.445000000001013, -0.06865407010752725, 0.1277806877301532] 
[16.450000000001012, -0.06817046234266985, 0.12992310362378756] 
[16.45500000000101, -0.06762384783687515, 0.13197195725365815] 
[16.46000000000101, -0.06701411455778468, 0.1339266466226928] 
[16.46500000000101, -0.06634119495958969, 0.1357866327978083] 
[16.470000000001008, -0.06560506555105812, 0.13755143951840249] 
[16.475000000001007, -0.0648057464914096, 0.13922065284326668] 
[16.480000000001006, -0.06394330121645482, 0.14079392083869868] 
[16.485000000001005, -0.06301783609703177, 0.1422709533100712] 
[16.490000000001004, -0.062029500131392544, 0.14365152157859523] 
[16.495000000001003, -0.060978484672819556, 0.14493545830450877] 
[16.500000000001002, -0.059865023193380204, 0.14612265735742017] 
[16.505000000001, -0.05868939108436348, 0.14721307373404247] 
[16.510000000001, -0.05745190549358052, 0.14820672352306796] 
[16.515000000001, -0.05615292519935341, 0.14910368391645237] 
[16.520000000000998, -0.05479285052066234, 0.1499040932659036] 
[16.525000000000997, -0.05337212326256988, 0.15060815118290072] 
[16.530000000000996, -0.051891226695692794, 0.15121611868010493] 
[16.535000000000995, -0.050350685568145565, 0.15172831835156403] 
[16.540000000000994, -0.04875106614803661, 0.15214513458865686] 
[16.545000000000993, -0.04709297629425676, 0.15246701382827227] 
[16.550000000000992, -0.04537706555296126, 0.15269446482927135] 
[16.55500000000099, -0.04360402527681151, 0.15282805897283971] 
[16.56000000000099, -0.041774588763711006, 0.15286843058190136] 
[16.56500000000099, -0.03988953141144375, 0.15281627725433822] 
[16.570000000000988, -0.0379496708843025, 0.15267236020434022] 
[16.575000000000987, -0.03595586728748134, 0.15243750460580374] 
[16.580000000000986, -0.03390902334470362, 0.15211259993130205] 
[16.585000000000985, -0.031810084574264, 0.15169860027977483] 
[16.590000000000984, -0.029660039458385745, 0.1511965246857269] 
[16.595000000000983, -0.02745991960053331, 0.15060745740239326] 
[16.600000000000982, -0.0252107998650792, 0.1499325481510242] 
[16.60500000000098, -0.022913798493506783, 0.14917301232817137] 
[16.61000000000098, -0.020570077191140165, 0.14833013116262433] 
[16.61500000000098, -0.018180841178232984, 0.1474052518134559] 
[16.620000000000978, -0.01574733919912355, 0.1463997874004949] 
[16.625000000000977, -0.013270863483078757, 0.14531521695845837] 
[16.630000000000976, -0.010752749650407524, 0.1441530853059503] 
[16.635000000000975, -0.008194376557430555, 0.14291500282057462] 
[16.640000000000974, -0.005597166073950912, 0.1416026451115226] 
[16.645000000000973, -0.0029625827869831332, 0.1402177525811847] 
[16.650000000000972, -0.0002921336246708944, 0.1387621298676082] 
[16.65500000000097, 0.0024126326054424024, 0.13723764515997858] 
[16.66000000000097, 0.005150125769326745, 0.1356462293797501] 
[16.66500000000097, 0.007918715055733506, 0.13398987522058747] 
[16.670000000000968, 0.010716729726556535, 0.13227063604091305] 
[16.675000000000967, 0.013542459972523865, 0.13049062460357633] 
[16.680000000000966, 0.016394157877890073, 0.12865201165797913] 
[16.685000000000965, 0.01927003849716681, 0.12675702436089345] 
[16.690000000000964, 0.02216828104623466, 0.12480794453319764] 
[16.695000000000963, 0.025087030209427354, 0.12280710675082386] 
[16.700000000000962, 0.02802439756337527, 0.12075689626934631] 
[16.70500000000096, 0.03097846311754527, 0.11865974678283858] 
[16.71000000000096, 0.03394727697052673, 0.11651813801887598] 
[16.71500000000096, 0.036928861080197585, 0.11433459317284385] 
[16.720000000000958, 0.03992121114496988, 0.11211167618602093] 
[16.725000000000957, 0.04292229859237192, 0.10985198887322208] 
[16.730000000000956, 0.045930072670286315, 0.10755816790709188] 
[16.735000000000955, 0.04894246263524103, 0.10523288166742134] 
[16.740000000000954, 0.05195738003125742, 0.10287882696509781] 
[16.745000000000953, 0.0549727210519073, 0.10049872565147515] 
[16.750000000000952, 0.05798636897743283, 0.09809532112505001] 
[16.75500000000095, 0.06099619667805037, 0.09567137474833425] 
[16.76000000000095, 0.06400006917390372, 0.09322966218870726] 
[16.76500000000095, 0.06699584624156381, 0.09077296969780141] 
[16.770000000000948, 0.06998138505649941, 0.0883040903446057] 
[16.775000000000947, 0.0729545428605754, 0.08582582021795797] 
[16.780000000000946, 0.07591317964337671, 0.08334095461442398] 
[16.785000000000945, 0.0788551608260121, 0.08085228422773008] 
[16.790000000000944, 0.08177835993602468, 0.07836259135591798] 
[16.795000000000943, 0.08468066126212596, 0.07587464614222829] 
[16.800000000000942, 0.08755996247767599, 0.07339120286539443] 
[16.80500000000094, 0.09041417722215013, 0.07091499629454566] 
[16.81000000000094, 0.09324123763025828, 0.06844873812328536] 
[16.81500000000094, 0.09603909679890794, 0.06599511349673753] 
[16.820000000000938, 0.09880573118281978, 0.06355677764445367] 
[16.825000000000937, 0.1015391429103039, 0.061136352631056996] 
[16.830000000000936, 0.10423736201147564, 0.05873642423538717] 
[16.835000000000935, 0.10689844855201983, 0.056359538967712855] 
[16.840000000000934, 0.10952049466648979, 0.05400820123331925] 
[16.845000000000933, 0.1121016264860391, 0.05168487064947064] 
[16.850000000000932, 0.1146400059564179, 0.04939195952141211] 
[16.85500000000093, 0.11713383254300862, 0.047131830481727845] 
[16.86000000000093, 0.11958134482061589, 0.044906794296032275] 
[16.86500000000093, 0.12198082194665213, 0.042719107836651254] 
[16.87000000000093, 0.12433058501726112, 0.04057097222466839] 
[16.875000000000927, 0.12662899830678884, 0.03846453113947978] 
[16.880000000000926, 0.12887447039183517, 0.03640186929383107] 
[16.885000000000925, 0.13106545516189294, 0.03438501107121421] 
[16.890000000000924, 0.13320045271929865, 0.03241591932148587] 
[16.895000000000923, 0.1352780101718739, 0.030496494309642238] 
[16.900000000000922, 0.13729672232222817, 0.028628572811851154] 
[16.90500000000092, 0.13925523225821512, 0.02681392735210491] 
[16.91000000000092, 0.1411522318494904, 0.02505426557221838] 
[16.91500000000092, 0.1429864621555018, 0.023351229727356777] 
[16.92000000000092, 0.14475671375056012, 0.021706396298834956] 
[16.925000000000917, 0.1464618269718882, 0.02012127571558325] 
[16.930000000000916, 0.14810069209672883, 0.01859731217542008] 
[16.935000000000915, 0.149672249454716, 0.01713588355710504] 
[16.940000000000914, 0.15117548948177703, 0.015738301414062943] 
[16.945000000000913, 0.15260945272184231, 0.014405811040663952] 
[16.950000000000912, 0.15397322978259748, 0.013139591602011972] 
[16.95500000000091, 0.15526596125142486, 0.011940756318326617] 
[16.96000000000091, 0.15648683757754986, 0.010810352695197473] 
[16.96500000000091, 0.15763509892623945, 0.009749362791236924] 
[16.97000000000091, 0.1587100350106972, 0.00875870351495349] 
[16.975000000000907, 0.159710984907067, 0.007839226943005805] 
[16.980000000000906, 0.16063733685769882, 0.006991720652372578] 
[16.985000000000905, 0.16148852806754932, 0.0062169080593809075] 
[16.990000000000904, 0.16226404449828996, 0.00551544875896964] 
[16.995000000000903, 0.1629634206643797, 0.004887938858021549] 
[17.000000000000902, 0.16358623943502948, 0.004334911297074223] 
[17.0050000000009, 0.16413213184564668, 0.0038568361552111475] 
[17.0100000000009, 0.1646007769219977, 0.0034541209334385935] 
[17.0150000000009, 0.16499190151997267, 0.0031271108123678932] 
[17.0200000000009, 0.1653052801834738, 0.0028760888805443533] 
[17.025000000000897, 0.1655407350225854, 0.002701276330291517] 
[17.030000000000896, 0.16569813561381477, 0.002602832618471242] 
[17.035000000000895, 0.1657773989238233, 0.002580855590094855] 
[17.040000000000894, 0.1657784892576963, 0.0026353815632575183] 
[17.045000000000893, 0.16570141823242757, 0.002766385374406055] 
[17.050000000000892, 0.16554624477592159, 0.002973780383489243] 
[17.05500000000089, 0.16531307515144492, 0.003257418439078434] 
[17.06000000000089, 0.16500206300708464, 0.0036170898040847675] 
[17.06500000000089, 0.16461340944940103, 0.0040525230432367975] 
[17.07000000000089, 0.16414736314009062, 0.0045633848740184125] 
[17.075000000000887, 0.16360422041410655, 0.005149279983300894] 
[17.080000000000886, 0.16298432541731636, 0.00580975081243398] 
[17.085000000000885, 0.16228807026141262, 0.006544277314087883] 
[17.090000000000884, 0.16151589519343146, 0.007352276684660066] 
[17.095000000000883, 0.16066828877687767, 0.008233103076575663] 
[17.100000000000882, 0.15974578808110554, 0.009186047295316782] 
[17.10500000000088, 0.1587489788752622, 0.010210336486511446] 
[17.11000000000088, 0.15767849582276727, 0.01130513381889472] 
[17.11500000000088, 0.15653502267198185, 0.012469538169419866] 
[17.12000000000088, 0.1553192924384132, 0.013702583817242401] 
[17.125000000000878, 0.15403208757351047, 0.01500324015372101] 
[17.130000000000877, 0.15267424011483813, 0.01637041141597195] 
[17.135000000000876, 0.1512466318121655, 0.017802936451873176] 
[17.140000000000875, 0.14975019422379213, 0.019299588524735803] 
[17.145000000000874, 0.14818590877723828, 0.020859075166138313] 
[17.150000000000873, 0.1465548067882764, 0.02248003808564747] 
[17.15500000000087, 0.14485796943216264, 0.024161053146323174] 
[17.16000000000087, 0.1430965276608555, 0.02590063041501683] 
[17.16500000000087, 0.14127166205998284, 0.02769721429651783] 
[17.17000000000087, 0.13938460263934416, 0.029549183760575113] 
[17.175000000000868, 0.13743662855081648, 0.031454852670714455] 
[17.180000000000867, 0.13542906772767185, 0.03341247022358225] 
[17.185000000000866, 0.13336329643951594, 0.035420221507268396] 
[17.190000000000865, 0.13124073875732475, 0.037476228186690615] 
[17.195000000000864, 0.12906286592338947, 0.03957854932365708] 
[17.200000000000863, 0.1268311956213809, 0.04172518233866155] 
[17.20500000000086, 0.12454729114221592, 0.043914064120805056] 
[17.21000000000086, 0.1222127604419463, 0.046143072291480236] 
[17.21500000000086, 0.11982925508849507, 0.0484100266266019] 
[17.22000000000086, 0.11739846909473486, 0.050712690641222996] 
[17.225000000000858, 0.11492213763613114, 0.053048773339345046] 
[17.230000000000857, 0.11240203565195668, 0.055415931130622646] 
[17.235000000000856, 0.1098399763299163, 0.05781176991448252] 
[17.240000000000855, 0.10723780947489328, 0.06023384733093857] 
[17.245000000000854, 0.1045974197634348, 0.06267967517609803] 
[17.250000000000853, 0.10192072488652093, 0.06514672197903425] 
[17.25500000000085, 0.09920967358410178, 0.06763241573536265] 
[17.26000000000085, 0.09646624357582663, 0.07013414679151603] 
[17.26500000000085, 0.093692439393317, 0.07264927087238879] 
[17.27000000000085, 0.09089029012023886, 0.0751751122437259] 
[17.275000000000848, 0.08806184704729547, 0.0777089669993888] 
[17.280000000000847, 0.08520918125007926, 0.08024810646245426] 
[17.285000000000846, 0.08233438109847536, 0.08278978068801227] 
[17.290000000000845, 0.0794395497069915, 0.08533122205453966] 
[17.295000000000844, 0.0765268023359853, 0.08786964892985451] 
[17.300000000000843, 0.07359826375426406, 0.09040226939691472] 
[17.30500000000084, 0.0706560655739333, 0.09292628502412544] 
[17.31000000000084, 0.06770234356866318, 0.09543889466437223] 
[17.31500000000084, 0.06473923498672181, 0.09793729826670898] 
[17.32000000000084, 0.061768875870186604, 0.10041870068450472] 
[17.325000000000838, 0.05879339839169097, 0.10288031546389442] 
[17.330000000000837, 0.055814928219891244, 0.1053193685965843] 
[17.335000000000836, 0.0528355819245535, 0.10773310222142836] 
[17.340000000000835, 0.04985746443176458, 0.11011877825971465] 
[17.345000000000834, 0.04688266653927332, 0.1124736819697669] 
[17.350000000000833, 0.04391326250137474, 0.11479512540726981] 
[17.35500000000083, 0.040951307692070685, 0.1170804507786517] 
[17.36000000000083, 0.03799883635448613, 0.11932703367589054] 
[17.36500000000083, 0.03505785944370251, 0.12153228618223437] 
[17.37000000000083, 0.03213036256929967, 0.1236936598395265] 
[17.375000000000828, 0.029218304042989834, 0.12580864846908274] 
[17.380000000000827, 0.02632361303579207, 0.12787479083936493] 
[17.385000000000826, 0.023448187848247593, 0.12988967317501365] 
[17.390000000000825, 0.020593894296226333, 0.13185093150312713] 
[17.395000000000824, 0.01776256421393588, 0.1337562538339858] 
[17.400000000000823, 0.01495599407482548, 0.1356033821747083] 
[17.405000000000822, 0.01217594373019065, 0.13739011437557017] 
[17.41000000000082, 0.009424135264436832, 0.13911430580990866] 
[17.41500000000082, 0.006702251965161048, 0.14077387088966586] 
[17.42000000000082, 0.00401193740546563, 0.14236678441967715] 
[17.425000000000818, 0.0013547946352325375, 0.143891082794786] 
[17.430000000000817, -0.0012676145225348641, 0.14534486504475386] 
[17.435000000000816, -0.003853770074750959, 0.1467262937327304] 
[17.440000000000815, -0.006402194365603375, 0.14803359571375246] 
[17.445000000000814, -0.008911452493578439, 0.14926506276034898] 
[17.450000000000813, -0.01138015264386004, 0.15041905206284448] 
[17.455000000000812, -0.013806946342088027, 0.15149398661237537] 
[17.46000000000081, -0.0161905286356799, 0.1524883554749668] 
[17.46500000000081, -0.018529638209074807, 0.15340071396526428] 
[17.47000000000081, -0.020823057439355083, 0.15422968372867935] 
[17.475000000000808, -0.023069612398741276, 0.1549739527407971] 
[17.480000000000807, -0.025268172810446056, 0.15563227523291012] 
[17.485000000000806, -0.027417651964314442, 0.156203471552496] 
[17.490000000000805, -0.029517006598577113, 0.1566864279673459] 
[17.495000000000804, -0.03156523675390415, 0.15708009642189172] 
[17.500000000000803, -0.0335613856057729, 0.1573834942540686] 
[17.505000000000802, -0.0355045392809598, 0.15759570388079777] 
[17.5100000000008, -0.03739382666373573, 0.15771587245988622] 
[17.5150000000008, -0.039228419197092086, 0.1577432115358195] 
[17.5200000000008, -0.0410075306840525, 0.1576769966765757] 
[17.525000000000798, -0.042730417093837895, 0.15751656710821932] 
[17.530000000000797, -0.044396376377351145, 0.1572613253536441] 
[17.535000000000796, -0.046004748296136405, 0.15691073688142987] 
[17.540000000000795, -0.047554914268647774, 0.15646432977036143] 
[17.545000000000794, -0.04904629723733533, 0.15592169439473025] 
[17.550000000000793, -0.05047836155972452, 0.15528248313510576] 
[17.555000000000792, -0.051850612926329025, 0.15454641011882128] 
[17.56000000000079, -0.05316259830789806, 0.15371325099397395] 
[17.56500000000079, -0.054413905934158006, 0.15278284274028778] 
[17.57000000000079, -0.05560416530586454, 0.15175508351973538] 
[17.575000000000788, -0.0567330472416366, 0.15062993256935636] 
[17.580000000000787, -0.057800263960696464, 0.14940741013825062] 
[17.585000000000786, -0.058805569202291484, 0.14808759747026012] 
[17.590000000000785, -0.059748758382222274, 0.1466706368333854] 
[17.595000000000784, -0.06062966878654862, 0.14515673159651019] 
[17.600000000000783, -0.061448179802188335, 0.14354614635353038] 
[17.605000000000782, -0.06220421318376488, 0.14183920709450099] 
[17.61000000000078, -0.06289773335569677, 0.14003630142292445] 
[17.61500000000078, -0.06352874774815478, 0.13813787881780948] 
[17.62000000000078, -0.06409730716514228, 0.13614445093862568] 
[17.625000000000778, -0.06460350618257917, 0.13405659197076988] 
[17.630000000000777, -0.0650474835738909, 0.1318749390086435] 
[17.635000000000776, -0.06542942276022161, 0.12960019247291654] 
[17.640000000000775, -0.06574955228200513, 0.12723311655802505] 
[17.645000000000774, -0.06600814628823977, 0.12477453970541488] 
[17.650000000000773, -0.06620552503942484, 0.12222535509750772] 
[17.655000000000772, -0.06634205541972907, 0.11958652116682793] 
[17.66000000000077, -0.06641815145357614, 0.11685906211419264] 
[17.66500000000077, -0.06643427482145337, 0.11404406842933655] 
[17.67000000000077, -0.06639093536937746, 0.11114269740682099] 
[17.675000000000768, -0.06628869160609138, 0.10815617364956805] 
[17.680000000000767, -0.066128151181721, 0.1050857895518702] 
[17.685000000000766, -0.0659099713412943, 0.10193290575325982] 
[17.690000000000765, -0.06563485934622405, 0.09869895155418731] 
[17.695000000000764, -0.06530357285658173, 0.0953854252840585] 
[17.700000000000763, -0.0649169202667518, 0.09199389461182862] 
[17.705000000000762, -0.06447576098685728, 0.08852599678904967] 
[17.71000000000076, -0.06398100566219452, 0.0849834388150284] 
[17.71500000000076, -0.06343361632281543, 0.08136799751358233] 
[17.72000000000076, -0.06283460645535317, 0.07768151951078892] 
[17.725000000000758, -0.06218504098921001, 0.0739259211031179] 
[17.730000000000757, -0.06148603618931899, 0.07010318800542578] 
[17.735000000000756, -0.06073875944786003, 0.06621537496848379] 
[17.740000000000755, -0.05994442896756073, 0.06226460525601174] 
[17.745000000000754, -0.05910431332954748, 0.05825306997160809] 
[17.750000000000753, -0.05821973093913625, 0.054183027226504435] 
[17.755000000000752, -0.05729204934346769, 0.05005680113973575] 
[17.76000000000075, -0.056322684415498744, 0.045876780663106825] 
[17.76500000000075, -0.055313099399563206, 0.04164541822425147] 
[17.77000000000075, -0.05426480381450412, 0.037365228182121416] 
[17.775000000000748, -0.05317935221125931, 0.033038785090403255] 
[17.780000000000747, -0.05205834278274185, 0.02866872176563641] 
[17.785000000000746, -0.05090341582489339, 0.024257727158185187] 
[17.790000000000745, -0.049716252048891324, 0.01980854402569098] 
[17.795000000000744, -0.04849857074565045, 0.015323966410183182] 
[17.800000000000743, -0.04725212780496346, 0.010806836921642617] 
[17.805000000000742, -0.045978713592859224, 0.006260043832471058] 
[17.81000000000074, -0.0446801506920075, 0.0016865179890038018] 
[17.81500000000074, -0.043358291511247905, -0.002910770452112533] 
[17.82000000000074, -0.04201501577155161, -0.007528815453191409] 
[17.82500000000074, -0.040652227876919377, -0.012164578679323886] 
[17.830000000000737, -0.03927185417986055, -0.01681499322409205] 
[17.835000000000736, -0.03787584015216723, -0.021476967463075737] 
[17.840000000000735, -0.036466147472678415, -0.026147389019715632] 
[17.845000000000734, -0.035044751044604625, -0.030823128826901885] 
[17.850000000000733, -0.03361363595573931, -0.035501045266623926] 
[17.855000000000732, -0.032174794395506405, -0.040177988369162226] 
[17.86000000000073, -0.030730222543272533, -0.04485080405264122] 
[17.86500000000073, -0.02928191744267935, -0.04951633838330619] 
[17.87000000000073, -0.027831873876920245, -0.0541714418366441] 
[17.87500000000073, -0.026382081259892935, -0.058812973539443036] 
[17.880000000000727, -0.024934520558005276, -0.0634378054730782] 
[17.885000000000726, -0.023491161257098405, -0.06804282661872023] 
[17.890000000000725, -0.022053958388484476, -0.07262494702577708] 
[17.895000000000724, -0.020624849627483993, -0.07718110178569315] 
[17.900000000000723, -0.019205752477100484, -0.08170825489422336] 
[17.905000000000722, -0.017798561548600794, -0.0862034029864603] 
[17.91000000000072, -0.016405145949792137, -0.09066357893019714] 
[17.91500000000072, -0.01502734679071825, -0.09508585526463795] 
[17.92000000000072, -0.013666974815353818, -0.09946734747299657] 
[17.92500000000072, -0.012325808166676335, -0.10380521707913005] 
[17.930000000000717, -0.011005590291256149, -0.10809667456001014] 
[17.935000000000716, -0.009708027988246267, -0.11233898206752051] 
[17.940000000000715, -0.008434789606391274, -0.11652945595475543] 
[17.945000000000714, -0.007187503391425915, -0.12066546910366474] 
[17.950000000000713, -0.0059677559850141405, -0.1247444530525189] 
[17.955000000000712, -0.004777091075202699, -0.1287638999232384] 
[17.96000000000071, -0.003617008197242372, -0.13272136415012578] 
[17.96500000000071, -0.0024889616825754203, -0.1366144640129425] 
[17.97000000000071, -0.0013943597528087962, -0.14044088297857335] 
[17.97500000000071, -0.0003345637545963589, -0.14419837085671083] 
[17.980000000000707, 0.0006891124694549443, -0.14788474477606028] 
[17.985000000000706, 0.0016754030794566656, -0.15149788998851296] 
[17.990000000000705, 0.0026230906127131656, -0.15503576050955253] 
[17.995000000000704, 0.0035310062407530583, -0.1584963796038532] 
[18.000000000000703, 0.004398029916109027, -0.16187784012559506] 
[18.005000000000702, 0.0052230904163838195, -0.16517830472346814] 
[18.0100000000007, 0.006005165293400036, -0.16839600592066617] 
[18.0150000000007, 0.006743280735408707, -0.17152924608038905] 
[18.0200000000007, 0.007436511350431805, -0.17457639726748939] 
[18.0250000000007, 0.008083979878842308, -0.17753590101691702] 
[18.030000000000697, 0.008684856843248373, -0.18040626801954823] 
[18.035000000000696, 0.009238360143651807, -0.18318607773583978] 
[18.040000000000695, 0.009743754605701713, -0.1858739779475312] 
[18.045000000000694, 0.010200351489668346, -0.18846868425734115] 
[18.050000000000693, 0.010607507967525895, -0.190968979546273] 
[18.055000000000692, 0.010964626575262235, -0.1933737133977686] 
[18.06000000000069, 0.011271154647234154, -0.19568180149753742] 
[18.06500000000069, 0.011526583739063557, -0.19789222501744527] 
[18.07000000000069, 0.011730449045228472, -0.2000040299913804] 
[18.07500000000069, 0.011882328817146737, -0.20201632669053202] 
[18.080000000000688, 0.01198184378718405, -0.20392828900502033] 
[18.085000000000687, 0.012028656603645018, -0.2057391538383141] 
[18.090000000000686, 0.012022471281429005, -0.2074482205203655] 
[18.095000000000685, 0.011963032672654464, -0.20905485024488557] 
[18.100000000000684, 0.01185012596117821, -0.21055846553567947] 
[18.105000000000683, 0.011683576184561362, -0.2119585497464621] 
[18.11000000000068, 0.011463247786662809, -0.21325464659808274] 
[18.11500000000068, 0.01118904420367496, -0.21444635975660203] 
[18.12000000000068, 0.010860907486055818, -0.21553335245518981] 
[18.12500000000068, 0.010478817958456395, -0.21651534716234433] 
[18.130000000000678, 0.010042793919393184, -0.21739212529847546] 
[18.135000000000677, 0.00955289138207177, -0.2181635270024449] 
[18.140000000000676, 0.009009203857429123, -0.2188294509492143] 
[18.145000000000675, 0.008411862180128451, -0.21938985421931756] 
[18.150000000000674, 0.007761034377910787, -0.2198447522204454] 
[18.155000000000673, 0.007056925584381319, -0.22019421866100647] 
[18.16000000000067, 0.0062997779949848605, -0.22043838557511086] 
[18.16500000000067, 0.005489870865603215, -0.22057744339800467] 
[18.17000000000067, 0.004627520552886697, -0.2206116410905711] 
[18.17500000000067, 0.0037130805951120743, -0.22054128631109918] 
[18.180000000000668, 0.0027469418320390983, -0.22036674563210842] 
[18.185000000000667, 0.0017295325619171176, -0.22008844479960368] 
[18.190000000000666, 0.0006613187334717084, -0.21970686903171893] 
[18.195000000000665, -0.0004571958296213578, -0.2192225633532924] 
[18.200000000000664, -0.0016254691745910717, -0.21863613296249737] 
[18.205000000000663, -0.0028429209388955894, -0.21794824362523382] 
[18.21000000000066, -0.0041089320464809745, -0.2171596220925671] 
[18.21500000000066, -0.005422844384762783, -0.21627105653608047] 
[18.22000000000066, -0.0067839604664407215, -0.21528339699559348] 
[18.22500000000066, -0.008191543080574886, -0.21419755583328506] 
[18.230000000000658, -0.009644814937665154, -0.2130145081878563] 
[18.235000000000657, -0.011142958313780853, -0.21173529242197234] 
[18.240000000000656, -0.012685114699083443, -0.21036101055584105] 
[18.245000000000655, -0.014270384456367448, -0.20889282867942222] 
[18.250000000000654, -0.0158978264955113, -0.2073319773354177] 
[18.255000000000653, -0.017566457969976076, -0.2056797518648775] 
[18.26000000000065, -0.019275254001712785, -0.20393751270697283] 
[18.26500000000065, -0.021023147441033157, -0.20210668564424147] 
[18.27000000000065, -0.022809028668160827, -0.20018876198440835] 
[18.27500000000065, -0.024631745443304282, -0.19818529866973375] 
[18.280000000000648, -0.0264901028121753, -0.1960979183047459] 
[18.285000000000647, -0.028382863073912162, -0.1939283090931849] 
[18.290000000000646, -0.0303087458183505, -0.19167822467502277] 
[18.295000000000645, -0.032266428039511956, -0.1893494838545412] 
[18.300000000000644, -0.03425454433204728, -0.18694397021064518] 
[18.305000000000643, -0.0362716871771721, -0.18446363158087706] 
[18.31000000000064, -0.038316407324366836, -0.18191047941097366] 
[18.31500000000064, -0.04038721427477445, -0.17928658796228292] 
[18.32000000000064, -0.04248257687181845, -0.17659409336993087] 
[18.32500000000064, -0.04460092400407784, -0.1738351925453033] 
[18.330000000000638, -0.04674064542489564, -0.17101214191718195] 
[18.335000000000637, -0.04890009269256346, -0.16812725600674897] 
[18.340000000000636, -0.05107758023421943, -0.16518290583264394] 
[18.345000000000635, -0.05327138653582347, -0.16218151714331938] 
[18.350000000000634, -0.055479755459737684, -0.15912556847508622] 
[18.355000000000633, -0.05770089769054692, -0.15601758903546267] 
[18.360000000000632, -0.05993299230881251, -0.1528601564127258] 
[18.36500000000063, -0.06217418849147053, -0.1496558941139039] 
[18.37000000000063, -0.06442260733657439, -0.14640746893482476] 
[18.37500000000063, -0.0666763438090519, -0.14311758816723402] 
[18.380000000000628, -0.06893346880311144, -0.13978899664940217] 
[18.385000000000627, -0.07119203131590386, -0.13642447366803082] 
[18.390000000000626, -0.07345006072603963, -0.1330268297206278] 
[18.395000000000625, -0.07570556916958912, -0.12959890314883035] 
[18.400000000000624, -0.0779565540052717, -0.1261435566543929] 
[18.405000000000623, -0.08020100035967953, -0.12266367371070518] 
[18.410000000000622, -0.08243688374259976, -0.1191621548837486] 
[18.41500000000062, -0.08466217272180379, -0.11564191407731488] 
[18.42000000000062, -0.08687483164607858, -0.11210587471809016] 
[18.42500000000062, -0.08907282340478981, -0.10855696589683282] 
[18.430000000000618, -0.09125411221189979, -0.10499811848233553] 
[18.435000000000617, -0.09341666640211962, -0.10143226122515342] 
[18.440000000000616, -0.09555846122675987, -0.09786231686819392] 
[18.445000000000615, -0.09767748163685837, -0.09429119828119951] 
[18.450000000000614, -0.09977172504130814, -0.090721804635911] 
[18.455000000000613, -0.10183920402797957, -0.08715701763828165] 
[18.460000000000612, -0.10387794903622516, -0.08359969783352669] 
[18.46500000000061, -0.10588601096966521, -0.0800526809990486] 
[18.47000000000061, -0.10786146373877015, -0.0765187746393887] 
[18.47500000000061, -0.10980240672347051, -0.07300075459633307] 
[18.480000000000608, -0.11170696714682657, -0.06950136178616231] 
[18.485000000000607, -0.11357330235166362, -0.06602329907479923] 
[18.490000000000606, -0.11539960197301335, -0.06256922830029205] 
[18.495000000000605, -0.11718409000018175, -0.059141767450696006] 
